CHECK_ITEM_L,HISP,SEX,SCRMCTRL
,1,1,2.03002e+18
,1,2,2.03003e+18
,2,1,2.03003e+18
,1,1,2.03003e+18
,2,1,2.03003e+18
,1,2,2.03003e+18
,1,1,2.03003e+18
,3,1,2.03003e+18
,3,2,2.03003e+18
,1,2,2.03003e+18
,2,2,2.03003e+18
,2,2,2.03003e+18
1.0,1,1,2.03003e+18
,1,1,2.03003e+18
,1,2,2.03003e+18
,1,2,2.03003e+18
,3,2,2.03003e+18
,1,2,2.03003e+18
,3,1,2.03003e+18
,1,2,2.03003e+18
,1,1,2.03003e+18
,1,1,2.03003e+18
,1,2,2.03003e+18
,1,1,2.03003e+18
,1,2,2.03003e+18
,1,1,2.03003e+18
,1,2,2.03003e+18
,1,1,2.03003e+18
,1,2,2.03003e+18
,1,2,2.03003e+18
,2,1,2.03003e+18
,1,1,2.03003e+18
,4,2,2.03003e+18
,4,1,2.03003e+18
,1,2,2.03003e+18
,1,1,2.03003e+18
,1,1,2.03003e+18
,1,1,2.03003e+18
,1,2,2.03003e+18
,1,2,2.03003e+18
,1,1,2.03003e+18
,1,2,2.03003e+18
,1,2,2.03003e+18
,1,1,2.03003e+18
,2,2,2.03003e+18
,2,1,2.03003e+18
,2,2,2.03003e+18
,1,2,2.03003e+18
,3,1,2.03003e+18
,1,1,2.03003e+18
,1,2,2.03003e+18
,1,1,2.03003e+18
,2,2,2.03003e+18
,1,1,2.03003e+18
,1,1,2.03004e+18
,3,1,2.03009e+18
,3,2,2.03009e+18
,4,1,2.03009e+18
,1,2,2.0301e+18
,1,1,2.0301e+18
,1,2,2.0301e+18
,4,1,2.0301e+18
,4,2,2.0301e+18
,1,2,2.0301e+18
,1,1,2.0301e+18
,1,2,2.0301e+18
,1,1,2.0301e+18
,1,2,2.0301e+18
,1,2,2.0301e+18
,1,2,2.0301e+18
,1,1,2.0301e+18
,1,2,2.0301e+18
,2,1,2.0301e+18
,1,1,2.0301e+18
,1,1,2.0301e+18
,1,2,2.0301e+18
,2,2,2.0301e+18
,1,1,2.0301e+18
,1,2,2.0301e+18
,1,2,2.0301e+18
,1,1,2.0301e+18
,1,1,2.0301e+18
,1,2,2.0301e+18
,3,2,2.0301e+18
,3,1,2.0301e+18
,3,1,2.0301e+18
,3,1,2.0301e+18
,2,2,2.03012e+18
,2,1,2.03012e+18
,2,1,2.03012e+18
,2,2,2.03012e+18
,1,1,2.03012e+18
,1,2,2.03012e+18
,1,2,2.03012e+18
,1,1,2.03012e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,3,1,2.03013e+18
,3,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,2,2.03013e+18
,1,2,2.03013e+18
,1,2,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,1,2.03013e+18
,3,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,2,2,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,2,2.03013e+18
,3,1,2.03013e+18
,2,2,2.03013e+18
,1,1,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,1,1,2.03013e+18
,4,2,2.03013e+18
,4,1,2.03013e+18
,4,2,2.03013e+18
,1,1,2.03013e+18
,1,2,2.03013e+18
,2,2,2.03013e+18
,2,1,2.03013e+18
,1,2,2.03017e+18
,1,1,2.03017e+18
,1,1,2.03019e+18
,1,1,2.03019e+18
,3,2,2.03019e+18
,1,1,2.03019e+18
,3,2,2.0302e+18
,3,2,2.0302e+18
,3,1,2.0302e+18
,3,2,2.0302e+18
,3,1,2.0302e+18
,3,1,2.0302e+18
,4,1,2.0302e+18
,4,2,2.0302e+18
,1,1,2.0302e+18
,1,2,2.0302e+18
,1,1,2.0302e+18
,1,2,2.0302e+18
,4,2,2.0302e+18
,1,1,2.0302e+18
,1,1,2.0302e+18
,1,1,2.0302e+18
,2,2,2.0302e+18
,1,2,2.0302e+18
,1,1,2.0302e+18
,1,2,2.0302e+18
,2,2,2.0302e+18
1.0,1,2,2.0302e+18
,1,1,2.0302e+18
,1,1,2.0302e+18
,2,1,2.0302e+18
,1,2,2.0302e+18
,1,2,2.0302e+18
,1,1,2.0302e+18
,1,2,2.0302e+18
,1,1,2.0302e+18
,1,2,2.0302e+18
,1,1,2.0302e+18
,1,1,2.0302e+18
,1,2,2.0302e+18
,5,2,2.03032e+18
,1,1,2.03033e+18
,1,2,2.03033e+18
,1,1,2.03033e+18
,1,2,2.03033e+18
,4,2,2.03033e+18
,4,1,2.03033e+18
,2,2,2.03033e+18
,3,2,2.03033e+18
,1,1,2.03033e+18
,1,2,2.03033e+18
,1,1,2.03033e+18
,1,1,2.03033e+18
,1,1,2.03033e+18
,2,2,2.03033e+18
,1,2,2.03033e+18
,1,2,2.03033e+18
,1,1,2.03033e+18
,1,2,2.03033e+18
,1,2,2.03033e+18
,1,1,2.03033e+18
,2,1,2.03033e+18
,2,2,2.03033e+18
,1,2,2.03033e+18
,1,2,2.03033e+18
,1,2,2.03033e+18
,1,1,2.03033e+18
,1,2,2.03033e+18
,1,1,2.03033e+18
,1,1,2.03033e+18
,1,2,2.03033e+18
,5,1,2.03033e+18
,1,2,2.03033e+18
,2,1,2.03033e+18
,5,2,2.03033e+18
,1,2,2.03033e+18
,1,1,2.03033e+18
,1,2,2.03033e+18
,1,2,2.03033e+18
,3,1,2.03033e+18
,1,1,2.03033e+18
,1,2,2.03039e+18
,1,1,2.03039e+18
,2,2,2.03039e+18
,1,2,2.03039e+18
,5,1,2.03039e+18
,1,1,2.0304e+18
,1,2,2.0304e+18
,1,1,2.0304e+18
,1,2,2.0304e+18
,1,1,2.0304e+18
,1,2,2.0304e+18
,1,1,2.0304e+18
,1,1,2.0304e+18
,1,2,2.0304e+18
,1,2,2.0304e+18
,1,1,2.0304e+18
,1,2,2.0304e+18
,1,1,2.0304e+18
,1,2,2.0304e+18
,1,2,2.0304e+18
,1,2,2.0304e+18
,1,2,2.0304e+18
,2,1,2.0304e+18
,1,2,2.0304e+18
,1,1,2.0304e+18
,1,2,2.0304e+18
,3,2,2.0304e+18
,1,2,2.0304e+18
,1,1,2.0304e+18
,1,2,2.0304e+18
,1,2,2.0304e+18
,1,1,2.0304e+18
,1,1,2.0304e+18
,1,2,2.0304e+18
,1,1,2.0304e+18
,1,1,2.0304e+18
,1,2,2.0304e+18
,1,1,2.0305e+18
,3,1,2.03082e+18
,3,2,2.03082e+18
,3,2,2.03082e+18
,1,2,2.03082e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,2,2.03083e+18
,5,1,2.03083e+18
,1,2,2.03083e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,1,2.03083e+18
,1,1,2.03083e+18
,4,2,2.03083e+18
,1,1,2.03083e+18
,1,2,2.03083e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,1,2.03083e+18
,2,2,2.03083e+18
,1,2,2.03083e+18
,1,2,2.03083e+18
,2,2,2.03083e+18
,2,2,2.03083e+18
,2,1,2.03083e+18
,1,2,2.03083e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,2,2.03083e+18
,1,2,2.03083e+18
,3,1,2.03083e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,2,2.03083e+18
,1,2,2.03083e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,2,2.03083e+18
,3,1,2.03083e+18
,1,2,2.03083e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,1,2.03083e+18
,1,2,2.03083e+18
,1,1,2.03083e+18
,1,2,2.03084e+18
,1,1,2.03084e+18
,2,1,2.03087e+18
,2,2,2.03087e+18
,1,1,2.03087e+18
,3,2,2.03087e+18
,1,1,2.03089e+18
,4,1,2.0309e+18
,1,2,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,3,1,2.0309e+18
,3,2,2.0309e+18
,3,1,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,1,1,2.0309e+18
,1,1,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,4,2,2.0309e+18
,3,2,2.0309e+18
,3,2,2.0309e+18
,2,2,2.0309e+18
,1,2,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,1,1,2.0309e+18
,3,2,2.0309e+18
,3,1,2.0309e+18
,1,1,2.0309e+18
,1,1,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,1,2,2.0309e+18
,1,2,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,1,1,2.0309e+18
,3,2,2.0309e+18
,3,1,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,1,1,2.0309e+18
,1,2,2.0309e+18
,1,2,2.0309e+18
,1,1,2.03102e+18
,5,2,2.03102e+18
,1,1,2.03102e+18
,1,1,2.03102e+18
,3,2,2.03102e+18
,4,2,2.03103e+18
,1,1,2.03103e+18
,1,2,2.03103e+18
,1,2,2.03103e+18
,1,2,2.03103e+18
,1,2,2.03103e+18
,1,1,2.03103e+18
,1,2,2.03103e+18
,4,1,2.03103e+18
,4,2,2.03103e+18
,3,2,2.03103e+18
,1,1,2.03103e+18
,3,2,2.03103e+18
,2,1,2.03103e+18
,1,2,2.03103e+18
,3,1,2.03103e+18
,3,2,2.03103e+18
,1,1,2.03103e+18
,1,2,2.03103e+18
,1,1,2.03103e+18
,1,2,2.03103e+18
,1,1,2.03103e+18
,1,2,2.03103e+18
,1,1,2.03103e+18
,2,1,2.03103e+18
,1,1,2.03103e+18
,1,2,2.03103e+18
,1,1,2.03107e+18
,1,2,2.03107e+18
,1,1,2.03107e+18
,1,2,2.03109e+18
,1,2,2.03109e+18
,2,1,2.03109e+18
,1,1,2.0311e+18
,1,2,2.0311e+18
,2,2,2.0311e+18
,2,1,2.0311e+18
,1,2,2.0311e+18
,1,1,2.0311e+18
,1,1,2.0311e+18
,1,2,2.0311e+18
,5,2,2.0311e+18
,1,1,2.0311e+18
,1,1,2.0311e+18
,1,2,2.0311e+18
,1,2,2.0311e+18
,1,1,2.0311e+18
,1,1,2.0311e+18
,2,1,2.0311e+18
,2,2,2.0311e+18
,5,1,2.0311e+18
,1,2,2.0311e+18
,2,1,2.0311e+18
,2,1,2.0311e+18
,1,1,2.0311e+18
,1,1,2.0311e+18
,1,2,2.0311e+18
,1,1,2.0311e+18
,1,2,2.0311e+18
,1,2,2.0311e+18
,1,1,2.0311e+18
,1,2,2.03122e+18
,1,1,2.03122e+18
,1,2,2.03122e+18
,1,2,2.03122e+18
,2,2,2.03123e+18
,1,1,2.03123e+18
,1,2,2.03123e+18
,3,1,2.03123e+18
,1,2,2.03123e+18
,1,2,2.03123e+18
,1,2,2.03123e+18
,1,2,2.03123e+18
,1,1,2.03123e+18
,1,1,2.03123e+18
,1,2,2.03123e+18
,1,2,2.03123e+18
,3,2,2.03123e+18
,3,1,2.03123e+18
,3,1,2.03123e+18
,3,2,2.03123e+18
,1,1,2.03123e+18
,1,2,2.03123e+18
,1,2,2.03123e+18
,1,1,2.03123e+18
,1,2,2.03123e+18
,1,1,2.03123e+18
,1,2,2.03123e+18
,1,2,2.03123e+18
,1,2,2.03123e+18
,1,1,2.03123e+18
,1,1,2.03123e+18
,1,2,2.03123e+18
,1,2,2.03123e+18
,1,2,2.03123e+18
,2,2,2.03123e+18
,1,1,2.03123e+18
,1,2,2.03123e+18
,1,2,2.03123e+18
,1,1,2.03123e+18
,3,1,2.03123e+18
,3,2,2.03123e+18
,3,1,2.03123e+18
,3,1,2.03129e+18
,1,1,2.0313e+18
,1,2,2.0313e+18
,1,1,2.0313e+18
,1,1,2.0313e+18
,1,2,2.0313e+18
,1,1,2.0313e+18
,1,2,2.0313e+18
,5,1,2.0313e+18
,5,2,2.0313e+18
,2,2,2.0313e+18
,5,2,2.0313e+18
,1,1,2.0313e+18
,1,2,2.0313e+18
,1,1,2.0313e+18
,5,1,2.0313e+18
,5,2,2.0313e+18
,1,1,2.0313e+18
,2,2,2.0313e+18
,1,2,2.0313e+18
,5,2,2.0313e+18
,1,2,2.0313e+18
,2,1,2.0313e+18
,1,2,2.0313e+18
,3,1,2.0313e+18
,1,2,2.0313e+18
,1,1,2.0313e+18
,1,2,2.0313e+18
,1,1,2.0313e+18
,1,2,2.0313e+18
,1,1,2.0313e+18
,1,2,2.0313e+18
,1,2,2.0313e+18
,1,1,2.0313e+18
,3,2,2.0313e+18
,3,1,2.0313e+18
1.0,5,1,2.0313e+18
,1,1,2.0313e+18
,1,1,2.0313e+18
,1,1,2.0313e+18
,1,1,2.0313e+18
,1,2,2.0313e+18
,1,1,2.03152e+18
,1,2,2.03152e+18
,1,1,2.03152e+18
,2,2,2.03152e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,1,1,2.03153e+18
,3,1,2.03153e+18
,1,2,2.03153e+18
,1,2,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,3,1,2.03153e+18
,1,2,2.03153e+18
,3,2,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,1,1,2.03153e+18
,1,1,2.03153e+18
,2,1,2.03153e+18
,1,2,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,4,2,2.03153e+18
,1,2,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,2,2,2.03153e+18
,1,2,2.03153e+18
,3,2,2.03153e+18
,3,1,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,4,2,2.03153e+18
,4,2,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,2,1,2.03153e+18
,2,2,2.03153e+18
,1,2,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,2,2,2.03153e+18
,2,1,2.03153e+18
,1,2,2.03153e+18
,3,2,2.03153e+18
,5,2,2.03153e+18
,3,1,2.03153e+18
,3,2,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,1,1,2.03153e+18
,1,1,2.03153e+18
,1,2,2.03153e+18
,2,2,2.03157e+18
,1,1,2.03157e+18
,1,2,2.03157e+18
,1,2,2.03157e+18
,2,1,2.03157e+18
,1,2,2.03159e+18
,3,2,2.03159e+18
,3,2,2.03159e+18
,3,1,2.03159e+18
,3,2,2.03159e+18
,1,1,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,5,2,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,1,1,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,1,1,2.0316e+18
,1,1,2.0316e+18
,1,2,2.0316e+18
,1,1,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,1,1,2.0316e+18
,1,1,2.0316e+18
,1,2,2.0316e+18
,3,2,2.0316e+18
,3,1,2.0316e+18
,3,1,2.0316e+18
,1,2,2.0316e+18
,1,1,2.0316e+18
,1,1,2.0316e+18
,5,2,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,1,1,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,1,2,2.0316e+18
,1,1,2.0316e+18
,1,2,2.0316e+18
,1,2,2.03212e+18
,1,1,2.03212e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,3,1,2.03213e+18
,3,2,2.03213e+18
,2,2,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03213e+18
,1,2,2.03213e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,2,2,2.03213e+18
,3,2,2.03213e+18
,4,2,2.03213e+18
,4,1,2.03213e+18
,1,2,2.03213e+18
,4,1,2.03213e+18
,1,2,2.03213e+18
,2,2,2.03213e+18
,2,2,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03213e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03213e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03213e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03213e+18
,1,1,2.03213e+18
,1,2,2.03214e+18
,2,1,2.03217e+18
,1,1,2.03217e+18
,1,2,2.03217e+18
,1,1,2.03217e+18
,3,1,2.0322e+18
,1,1,2.0322e+18
,1,1,2.0322e+18
,1,1,2.0322e+18
,3,1,2.0322e+18
,1,2,2.0322e+18
,1,1,2.0322e+18
,1,2,2.0322e+18
,1,2,2.0322e+18
,1,1,2.0322e+18
,1,1,2.0322e+18
,1,2,2.0322e+18
,1,2,2.0322e+18
,1,2,2.0322e+18
,1,1,2.0322e+18
,1,2,2.0322e+18
,3,1,2.0322e+18
,3,2,2.0322e+18
,1,1,2.0322e+18
,1,2,2.0322e+18
,1,1,2.0322e+18
,1,2,2.0322e+18
,1,2,2.0322e+18
,1,2,2.0322e+18
,1,2,2.0322e+18
,1,1,2.0322e+18
,1,2,2.0322e+18
,1,1,2.0322e+18
,1,2,2.0322e+18
,1,2,2.0322e+18
,1,1,2.0322e+18
,1,2,2.0322e+18
,1,1,2.0324e+18
,2,1,2.03252e+18
,1,1,2.03252e+18
,3,2,2.03252e+18
,4,1,2.03252e+18
,3,2,2.03252e+18
,1,1,2.03252e+18
,3,1,2.03252e+18
,3,2,2.03252e+18
,1,1,2.03252e+18
,4,1,2.03253e+18
,1,2,2.03253e+18
,2,2,2.03253e+18
,2,1,2.03253e+18
,2,1,2.03253e+18
,1,2,2.03253e+18
,1,2,2.03253e+18
,4,2,2.03253e+18
,4,1,2.03253e+18
,1,1,2.03253e+18
,1,2,2.03253e+18
,1,1,2.03253e+18
,1,2,2.03253e+18
,1,1,2.03253e+18
,1,2,2.03253e+18
,1,2,2.03253e+18
,1,1,2.03253e+18
,1,2,2.03253e+18
,3,1,2.03253e+18
,3,2,2.03253e+18
,1,1,2.03253e+18
,1,2,2.03253e+18
,4,1,2.03253e+18
,4,2,2.03253e+18
,1,2,2.03253e+18
,1,1,2.03253e+18
,1,1,2.03253e+18
,1,1,2.03253e+18
,1,1,2.03253e+18
,2,1,2.03253e+18
,1,2,2.03253e+18
,1,1,2.03253e+18
,1,2,2.03253e+18
,1,1,2.03253e+18
,1,2,2.03253e+18
,4,1,2.03257e+18
,3,2,2.03259e+18
,3,2,2.03259e+18
,3,2,2.03259e+18
,3,1,2.03259e+18
,1,2,2.0326e+18
,1,1,2.0326e+18
,1,1,2.0326e+18
,1,2,2.0326e+18
,1,2,2.0326e+18
,1,1,2.0326e+18
,2,2,2.0326e+18
,2,1,2.0326e+18
,1,2,2.0326e+18
,1,1,2.0326e+18
,1,2,2.0326e+18
,1,2,2.0326e+18
,3,1,2.0326e+18
,1,2,2.0326e+18
,2,2,2.0326e+18
,2,1,2.0326e+18
,1,1,2.0326e+18
,1,2,2.0326e+18
,1,1,2.0326e+18
1.0,3,2,2.0326e+18
,3,1,2.0326e+18
,2,2,2.0326e+18
,3,1,2.0326e+18
,1,2,2.0326e+18
,1,2,2.0326e+18
,1,2,2.0326e+18
,1,1,2.0326e+18
,1,2,2.0326e+18
,5,1,2.0326e+18
,3,2,2.0326e+18
,1,1,2.0326e+18
,3,1,2.0326e+18
,1,1,2.0326e+18
,5,1,2.0326e+18
,5,2,2.0326e+18
,5,2,2.0326e+18
,5,2,2.0326e+18
,5,1,2.0326e+18
,3,2,2.03262e+18
,3,1,2.03262e+18
,1,1,2.03262e+18
,1,2,2.03262e+18
,1,2,2.03262e+18
,1,1,2.03262e+18
,2,1,2.03262e+18
,3,2,2.03262e+18
,1,2,2.03263e+18
,2,1,2.03263e+18
,2,2,2.03263e+18
,2,1,2.03263e+18
,2,2,2.03263e+18
,4,2,2.03263e+18
,2,1,2.03263e+18
,5,1,2.03263e+18
,1,2,2.03263e+18
,1,1,2.03263e+18
,4,2,2.03263e+18
,4,1,2.03263e+18
,2,2,2.03263e+18
,3,2,2.03263e+18
,3,1,2.03263e+18
,1,1,2.03263e+18
,1,2,2.03263e+18
,1,1,2.03263e+18
,4,2,2.03263e+18
,4,2,2.03263e+18
,4,1,2.03263e+18
,1,2,2.03263e+18
,4,1,2.03263e+18
,2,2,2.03263e+18
,2,2,2.03263e+18
,1,2,2.03263e+18
,1,1,2.03263e+18
,1,1,2.03263e+18
,1,2,2.03263e+18
,1,1,2.03263e+18
,1,2,2.03263e+18
,1,1,2.03263e+18
,1,2,2.03263e+18
,2,2,2.03263e+18
,1,1,2.03263e+18
,1,1,2.03263e+18
,4,2,2.03263e+18
,1,1,2.03263e+18
,4,1,2.03263e+18
,1,1,2.03263e+18
,1,2,2.03263e+18
,2,1,2.03263e+18
,4,1,2.03263e+18
,4,2,2.03263e+18
,4,2,2.03263e+18
,1,1,2.03263e+18
,1,2,2.03263e+18
,4,2,2.03263e+18
,4,2,2.03263e+18
,1,2,2.03263e+18
,1,1,2.03263e+18
,1,2,2.03263e+18
,1,1,2.03264e+18
,1,2,2.03264e+18
,1,2,2.03267e+18
,1,1,2.03267e+18
,2,2,2.03269e+18
,2,2,2.03269e+18
,1,2,2.03269e+18
,1,2,2.03269e+18
,4,1,2.0327e+18
,1,1,2.0327e+18
,4,2,2.0327e+18
,4,1,2.0327e+18
,4,1,2.0327e+18
,2,2,2.0327e+18
,2,1,2.0327e+18
,1,2,2.0327e+18
,1,1,2.0327e+18
,1,2,2.0327e+18
,1,2,2.0327e+18
,1,2,2.0327e+18
,1,1,2.0327e+18
,1,1,2.0327e+18
,1,2,2.0327e+18
,5,2,2.0327e+18
,1,1,2.0327e+18
,5,1,2.0327e+18
,1,1,2.0327e+18
,1,1,2.0327e+18
,1,1,2.0327e+18
,2,1,2.0327e+18
,2,2,2.0327e+18
,1,1,2.0327e+18
,1,2,2.0327e+18
,2,2,2.0327e+18
,1,2,2.0327e+18
,1,1,2.0327e+18
,1,2,2.0327e+18
,1,1,2.0327e+18
,1,2,2.0327e+18
,2,2,2.0327e+18
,1,1,2.0327e+18
,1,2,2.0327e+18
,1,2,2.0327e+18
,1,2,2.0327e+18
,1,1,2.0327e+18
,1,2,2.0327e+18
,1,1,2.0327e+18
,1,1,2.0327e+18
,1,2,2.0327e+18
,1,1,2.0327e+18
,3,2,2.0327e+18
,1,2,2.0327e+18
,1,2,2.0327e+18
,1,1,2.0327e+18
,1,2,2.0327e+18
,1,1,2.0327e+18
,2,1,2.0327e+18
,1,1,2.0332e+18
,3,1,2.03322e+18
,3,2,2.03322e+18
,1,1,2.03322e+18
,3,2,2.03322e+18
,3,1,2.03322e+18
,3,2,2.03322e+18
,1,2,2.03322e+18
,1,1,2.03322e+18
,5,2,2.03323e+18
,5,1,2.03323e+18
,5,1,2.03323e+18
,1,2,2.03323e+18
,1,2,2.03323e+18
,1,2,2.03323e+18
,1,1,2.03323e+18
,1,2,2.03323e+18
,1,1,2.03323e+18
,3,1,2.03323e+18
,3,2,2.03323e+18
,2,1,2.03323e+18
,2,2,2.03323e+18
,2,1,2.03323e+18
,2,1,2.03323e+18
,5,1,2.03323e+18
,1,2,2.03323e+18
,2,2,2.03323e+18
,2,1,2.03323e+18
,4,2,2.03323e+18
,4,1,2.03323e+18
,4,2,2.03323e+18
,4,1,2.03323e+18
,1,2,2.03323e+18
,1,1,2.03323e+18
,1,2,2.03323e+18
,2,2,2.03323e+18
,2,2,2.03323e+18
,1,1,2.03323e+18
,1,2,2.03323e+18
,1,1,2.03323e+18
,3,1,2.03323e+18
,3,2,2.03323e+18
,1,2,2.03323e+18
,1,1,2.03323e+18
,1,2,2.03323e+18
,1,1,2.03323e+18
,1,1,2.03323e+18
,1,1,2.03323e+18
,1,1,2.03323e+18
,1,2,2.03323e+18
,1,2,2.03323e+18
,1,1,2.03323e+18
,1,1,2.03323e+18
,2,2,2.03323e+18
,5,1,2.03323e+18
,5,1,2.03323e+18
,1,2,2.03323e+18
,1,1,2.03323e+18
,1,1,2.03323e+18
,1,2,2.03323e+18
,1,2,2.03323e+18
,4,2,2.03323e+18
,1,1,2.03323e+18
,1,2,2.03323e+18
,3,1,2.03323e+18
,1,1,2.03323e+18
,1,2,2.03323e+18
,1,1,2.03324e+18
,1,2,2.03327e+18
,1,2,2.03327e+18
,4,2,2.03329e+18
,4,1,2.03329e+18
,1,1,2.03329e+18
,1,2,2.03329e+18
,1,1,2.03329e+18
,3,2,2.03329e+18
,3,1,2.0333e+18
,3,2,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,3,2,2.0333e+18
,3,1,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,3,2,2.0333e+18
,1,1,2.0333e+18
,3,1,2.0333e+18
1.0,5,2,2.0333e+18
,3,1,2.0333e+18
,3,2,2.0333e+18
,1,1,2.0333e+18
,1,2,2.0333e+18
,1,2,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,1,2,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,1,2,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,2,1,2.0333e+18
,2,2,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,2,2,2.0333e+18
,3,2,2.0333e+18
,1,2,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,3,2,2.0333e+18
,3,1,2.0333e+18
,3,2,2.0333e+18
,2,1,2.0333e+18
,3,2,2.0333e+18
,1,1,2.0333e+18
,1,2,2.0333e+18
,1,1,2.0333e+18
,1,1,2.0333e+18
